unicode,seal_radical,trad_radical,simp_radical
40711,黽,黽,205.0
40712,黽,黽,205.0
40713,黽,黽,205.0
40714,,黽,205.0
40715,黽,黽,205.0
40716,黽,日,205.0
40717,黽,黽,205.0
40718,鼎,鼎,206.0
40719,鼎,鼎,206.0
40720,鼎,鼎,206.0
40721,鼎,鼎,206.0
40722,鼎,鼎,206.0
40723,鼓,鼓,207.0
40724,攴,鼓,207.0
40725,,鼓,207.0
40726,鼓,鼓,207.0
40727,革,鼓,207.0
40728,鼓,鼓,207.0
40729,鼓,鼓,207.0
40730,,鼓,207.0
40731,鼓,鼓,207.0
40732,壴,鼓,207.0
40733,鼓,鼓,207.0
40734,鼓,鼓,207.0
40735,,鼓,207.0
40736,鼠,鼠,208.0
40737,,,208.0
40738,鼠,鼠,208.0
40739,,鼠,208.0
40740,,鼠,208.0
40741,,鼠,208.0
40742,,鼠,208.0
40743,,鼠,208.0
40744,鼠,鼠,208.0
40745,鼠,鼠,208.0
40746,,鼠,208.0
40747,鼠,鼠,208.0
40748,鼠,鼠,208.0
40749,,鼠,208.0
40750,,鼠,208.0
40751,,鼠,208.0
40752,,鼠,208.0
40753,,鼠,208.0
40754,鼠,鼠,208.0
40755,,鼠,208.0
40756,,鼠,208.0
40757,,鼠,208.0
40758,鼠,鼠,208.0
40759,鼠,鼠,208.0
40760,鼠,鼠,208.0
40761,,鼠,208.0
40762,鳥,鼠,208.0
40763,鼻,鼻,209.0
40764,,鼻,209.0
40765,鼻,鼻,209.0
40766,鼻,鼻,209.0
40767,,鼻,209.0
40768,,鼻,209.0
40769,,鼻,209.0
40770,鼻,鼻,209.0
40771,頁,鼻,209.0
40772,,鼻,209.0
40773,鼻,鼻,209.0
40774,,鼻,209.0
40775,,鼻,209.0
40776,,鼻,209.0
40777,,人,209.0
40778,齊,齊,210.0
40779,示,齊,210.0
40780,火,齊,210.0
40781,皿,齊,210.0
40782,貝,齊,210.0
40783,韭,齊,210.0
40784,齊,齊,210.0
40785,韭,齊,210.0
40786,齒,齒,211.0
40787,,齒,211.0
40788,齒,齒,211.0
40789,齒,齒,211.0
40790,,齒,211.0
40791,齒,齒,211.0
40792,齒,齒,211.0
40793,,齒,211.0
40794,齒,齒,211.0
40795,齒,齒,211.0
40796,齒,齒,211.0
40797,齒,齒,211.0
40798,齒,齒,211.0
40799,齒,齒,211.0
40800,,齒,211.0
40801,齒,齒,211.0
40802,,齒,211.0
40803,,齒,211.0
40804,齒,齒,211.0
40805,齒,齒,211.0
40806,齒,齒,211.0
40807,齒,齒,211.0
40808,齒,齒,211.0
40809,齒,齒,211.0
40810,,齒,211.0
40811,,齒,211.0
40812,齒,齒,211.0
40813,齒,齒,211.0
40814,齒,齒,211.0
40815,齒,齒,211.0
40816,齒,齒,211.0
40817,齒,齒,211.0
40818,牙,齒,211.0
40819,齒,齒,211.0
40820,,齒,211.0
40821,齒,齒,211.0
40822,,齒,211.0
40823,,齒,211.0
40824,齒,齒,211.0
40825,齒,齒,211.0
40826,齒,齒,211.0
40827,,齒,211.0
40828,齒,齒,211.0
40829,,齒,211.0
40830,齒,齒,211.0
40831,齒,齒,211.0
40832,齒,齒,211.0
40833,齒,齒,211.0
40834,齒,齒,211.0
40835,齒,齒,211.0
40836,齒,齒,211.0
40837,,齒,211.0
40838,,齒,211.0
40839,齒,齒,211.0
40840,齒,齒,211.0
40841,齒,齒,211.0
40842,,齒,211.0
40843,牙,牙,211.0
40844,,齒,211.0
40845,龍,龍,212.0
40846,,龍,212.0
40847,廾,龍,212.0
40848,广,龍,53.0
40849,,龍,212.0
40850,,龍,212.0
40851,有,龍,212.0
40852,共,龍,212.0
40853,龍,龍,212.0
40854,龍,龍,212.0
40855,龍,龍,212.0
40856,,龍,212.0
40857,龍,龍,212.0
40858,共,龍,212.0
40859,龍,龍,212.0
40860,龜,龜,213.0
40861,禾,龜,213.0
40862,,龜,213.0
40863,龜,龜,213.0
40864,龠,龠,214.0
40865,龠,龠,214.0
40866,龠,龠,214.0
40867,,龠,214.0
40868,龠,龠,214.0
40869,,龠,214.0
40870,,,86.0
40871,,日,72.0
40872,,,22.0
40873,,,140.0
40874,,,156.0
40875,,,159.0
40876,,,167.0
40877,,,187.0
40878,,,187.0
40879,,,167.0
40880,,,77.0
40881,,,31.0
40882,,,167.0
40883,,,32.0
40884,,,5.0
40885,,,64.0
40886,,,32.0
40887,,,140.0
40888,,,42.0
40889,,廾,12.0
40890,,,24.0
40891,,,149.0
40892,,,32.0
40893,,,86.0
40894,,,107.0
40895,,,140.0
40896,,,140.0
40897,,,149.0
40898,,,159.0
40899,,目,109.0
40900,,,75.0
40901,,,113.0
40902,,,113.0
40903,,,9.0
40904,,,60.0
40905,,,60.0
40906,,,140.0
40907,,,145.0
40908,,,85.0
40909,,,
40910,,,
40911,,,
40912,,,
40913,,,
40914,,,
40915,,,
40916,,,
40917,,,
40918,,,
40919,,,
40920,,,
40921,,,
40922,,,
40923,,,
40924,,,
40925,,,
40926,,,
40927,,,
40928,,,
40929,,,
40930,,,
40931,,,
40932,,,
40933,,,
40934,,,
40935,,,
40936,,,
40937,,,
40938,,,
40939,,,
40940,,,
40941,,,
40942,,,
40943,,,
40944,,,
40945,,,
40946,,,
40947,,,
40948,,,
40949,,,
40950,,,
40951,,,
40952,,,
40953,,,
40954,,,
40955,,,
40956,,,
40957,,,
40958,,,
40959,,,
13312,丘,一,1.0
13313,𧮫,一,1.0
13314,,,1.0
13315,,,2.0
13316,夂,丨,2.0
13317,五,丿,4.0
13318,㐆,丿,4.0
13319,,,5.0
13320,,,5.0
13321,,,5.0
13322,,,5.0
13323,,,5.0
13324,,乙,5.0
13325,,羊,5.0
13326,,,5.0
13327,,,5.0
13328,,,5.0
13329,,,5.0
13330,,,5.0
13331,,,5.0
13332,克,,5.0
13333,,,5.0
13334,,乙,5.0
13335,,,5.0
13336,,,5.0
13337,,,5.0
13338,,,5.0
13339,,,5.0
13340,,乙,5.0
13341,,,5.0
13342,,,5.0
13343,,,5.0
13344,,,5.0
13345,,乙,5.0
13346,,,5.0
13347,,,5.0
13348,,乙,5.0
13349,,,5.0
13350,,,5.0
13351,,,6.0
13352,,亅,6.0
13353,,廾,7.0
13354,,,8.0
13355,,,8.0
13356,𠫓,亠,8.0
13357,㐭,亠,8.0
13358,,衣,8.0
13359,,亠,8.0
13360,言,人,9.0
13361,彡,人,9.0
13362,,人,9.0
13363,,人,9.0
13364,,人,9.0
13365,,人,9.0
13366,,人,9.0
13367,,人,9.0
13368,,人,9.0
13369,人,人,9.0
13370,㐺,人,9.0
13371,,人,9.0
13372,,人,9.0
13373,,,9.0
13374,,,9.0
13375,,,9.0
13376,,,9.0
13377,,人,9.0
13378,人,人,9.0
13379,,人,9.0
13380,人,人,9.0
13381,人,人,9.0
13382,,,9.0
13383,,人,9.0
13384,,人,9.0
13385,,人,9.0
13386,,人,9.0
13387,,人,9.0
13388,,人,9.0
13389,,人,9.0
13390,,人,9.0
13391,,人,9.0
13392,,人,9.0
13393,,口,9.0
13394,,人,9.0
13395,,人,9.0
13396,,人,9.0
13397,,,9.0
13398,,,9.0
13399,人,人,9.0
13400,,人,9.0
13401,,人,9.0
13402,,人,9.0
13403,,人,9.0
13404,,人,9.0
13405,,人,9.0
13406,人,人,9.0
13407,,人,9.0
13408,,,9.0
13409,,,9.0
13410,人,,9.0
13411,,人,9.0
13412,,人,9.0
13413,人,人,9.0
13414,,人,9.0
13415,,人,9.0
13416,,人,9.0
13417,,人,9.0
13418,,人,9.0
13419,,,9.0
13420,,,9.0
13421,,,9.0
13422,人,人,9.0
13423,,人,9.0
13424,,人,9.0
13425,,人,9.0
13426,,田,9.0
13427,,人,9.0
13428,人,人,9.0
13429,人,人,9.0
13430,,人,9.0
13431,心,人,9.0
13432,,人,9.0
13433,會,曰,9.0
13434,,人,9.0
13435,,人,9.0
13436,,人,9.0
13437,,人,9.0
13438,人,人,9.0
13439,,人,9.0
13440,,人,9.0
13441,,人,9.0
13442,,人,9.0
13443,,人,9.0
13444,人,人,9.0
13445,,人,9.0
13446,,人,9.0
13447,,人,9.0
13448,,人,9.0
13449,,人,9.0
13450,,人,9.0
13451,,人,9.0
13452,,人,9.0
13453,人,,9.0
13454,,人,9.0
13455,,,9.0
13456,,,9.0
13457,,人,9.0
13458,菐,人,9.0
13459,,人,9.0
13460,,人,9.0
13461,,人,9.0
13462,,人,9.0
13463,,人,9.0
13464,,,9.0
13465,,人,9.0
13466,,人,9.0
13467,,人,9.0
13468,,人,9.0
13469,,人,9.0
13470,,人,9.0
13471,,人,9.0
13472,,人,9.0
13473,,人,9.0
13474,,,9.0
13475,,,9.0
13476,人,人,9.0
13477,,人,9.0
13478,,人,9.0
13479,,人,9.0
13480,人,人,9.0
13481,,人,9.0
13482,,人,9.0
13483,旡,儿,10.0
13484,,,10.0
13485,,儿,10.0
13486,,,10.0
13487,,,10.0
13488,入,入,11.0
13489,,,11.0
13490,,入,11.0
13491,㒳,入,11.0
13492,,入,11.0
13493,皃,八,12.0
13494,,八,12.0
13495,,臼,12.0
13496,八,八,12.0
13497,,八,12.0
13498,网,网,13.0
13499,冃,冂,13.0
13500,㒳,冂,13.0
13501,,冂,13.0
13502,,冂,13.0
13503,,冂,13.0
13504,,,14.0
13505,,,14.0
13506,,宀,14.0
13507,冖,冖,14.0
13508,,冖,14.0
13509,,冫,15.0
13510,,,15.0
13511,,水,15.0
13512,,冫,15.0
13513,,冫,15.0
13514,,冫,15.0
13515,,冫,15.0
13516,,冫,15.0
13517,,,15.0
13518,,冫,15.0
13519,,冫,15.0
13520,,冫,15.0
13521,,冫,15.0
13522,,,15.0
13523,,冫,15.0
13524,,冫,15.0
13525,,水,15.0
13526,仌,冫,15.0
13527,,冫,15.0
13528,,几,16.0
13529,,,17.0
13530,,刀,18.0
13531,,力,18.0
13532,,幺,18.0
13533,井,刀,18.0
13534,㓞,刀,18.0
13535,,刀,18.0
13536,刀,刀,18.0
13537,刀,刀,18.0
13538,,刀,18.0
13539,,刀,18.0
13540,,刀,18.0
13541,,,18.0
13542,,,18.0
13543,,刀,18.0
13544,,刀,18.0
13545,,刀,18.0
13546,月,刀,18.0
13547,,,18.0
13548,,刀,18.0
13549,,刀,18.0
13550,,刀,18.0
13551,,刀,18.0
13552,,刀,18.0
13553,,刀,18.0
13554,,刀,18.0
13555,,刀,18.0
13556,,刀,18.0
13557,刀,刀,18.0
13558,金,刀,18.0
13559,刀,刀,18.0
13560,,刀,18.0
13561,金,刀,18.0
13562,,刀,18.0
13563,,刀,18.0
13564,刀,刀,18.0
13565,,刀,18.0
13566,,刀,18.0
13567,,,18.0
13568,,刀,18.0
13569,,刀,18.0
13570,,刀,18.0
13571,,刀,18.0
13572,,刀,18.0
13573,,刀,18.0
13574,,刀,18.0
13575,,刀,18.0
13576,,,18.0
13577,,刀,18.0
13578,,刀,18.0
13579,,刀,18.0
13580,,刀,18.0
13581,,刀,18.0
13582,刀,刀,18.0
13583,,刀,18.0
13584,,刀,18.0
13585,刀,刀,18.0
13586,,刀,18.0
13587,,力,19.0
13588,,,19.0
13589,,力,19.0
13590,,,19.0
13591,,力,19.0
13592,,黑,19.0
13593,,力,19.0
13594,,力,19.0
13595,,,19.0
13596,,力,19.0
13597,,力,19.0
13598,,力,19.0
13599,,力,19.0
13600,,力,19.0
13601,,力,19.0
13602,,力,19.0
13603,力,力,19.0
13604,,力,19.0
13605,,力,19.0
13606,,力,19.0
13607,,力,19.0
13608,,勹,20.0
13609,,勹,20.0
13610,,勹,20.0
13611,,工,21.0
13612,匕,匕,21.0
13613,匕,匕,21.0
13614,,肉,130.0
13615,,匚,22.0
13616,二,匸,22.0
13617,,匚,22.0
13618,竹,竹,22.0
13619,竹,匚,22.0
13620,匚,匚,22.0
13621,,匚,22.0
13622,匚,匚,22.0
13623,匸,匸,23.0
13624,,匸,23.0
13625,十,十,24.0
13626,𠦃,十,24.0
13627,一,十,24.0
13628,,十,24.0
13629,,卜,25.0
13630,𢎘,卩,26.0
13631,卩,卩,26.0
13632,𢎘,,26.0
13633,卩,卩,26.0
13634,,厂,27.0
13635,,厂,27.0
13636,,厂,27.0
13637,,厂,27.0
13638,厂,厂,27.0
13639,厂,厂,27.0
13640,,厂,27.0
13641,,厂,27.0
13642,厂,厂,27.0
13643,厂,厂,27.0
13644,,厂,27.0
13645,,厂,27.0
13646,,厂,27.0
13647,,厂,27.0
13648,,厂,27.0
13649,广,广,27.0
13650,厂,厂,27.0
13651,,广,27.0
13652,,广,27.0
13653,,厶,28.0
13654,,厶,28.0
13655,厶,厶,28.0
13656,,厶,28.0
13657,兔,厶,28.0
13658,又,又,29.0
13659,又,又,29.0
13660,史,又,29.0
13661,,亅,29.0
13662,又,又,29.0
13663,,又,29.0
13664,,隹,29.0
13665,𣦼,又,29.0
13666,𣦼,貝,154.0
13667,口,口,30.0
13668,,口,30.0
13669,,口,30.0
13670,,口,30.0
13671,口,口,30.0
13672,,口,30.0
13673,,口,30.0
13674,,口,30.0
13675,,口,30.0
13676,,口,30.0
13677,,口,30.0
13678,,口,30.0
13679,㕯,口,30.0
13680,,口,30.0
13681,,口,30.0
13682,,口,30.0
13683,,口,30.0
13684,,口,30.0
13685,,口,30.0
13686,,,30.0
13687,,口,30.0
13688,,口,30.0
13689,口,口,30.0
13690,,口,30.0
13691,丶,口,30.0
13692,,口,30.0
13693,,口,30.0
13694,,,30.0
13695,,,30.0
13696,,口,30.0
13697,,口,30.0
13698,口,口,30.0
13699,后,口,30.0
13700,,口,30.0
13701,,口,30.0
13702,,口,30.0
13703,,口,30.0
13704,,,30.0
13705,,,30.0
13706,,,30.0
13707,,,30.0
13708,,,30.0
13709,,,30.0
13710,,,30.0
13711,,口,30.0
13712,,口,30.0
13713,,口,30.0
13714,,口,30.0
13715,,口,30.0
13716,,口,30.0
13717,,口,30.0
13718,口,口,30.0
13719,,口,30.0
13720,,口,30.0
13721,,,30.0
13722,,,30.0
13723,,,30.0
13724,,,30.0
13725,,,30.0
13726,,口,30.0
13727,,口,30.0
13728,,口,30.0
13729,,口,30.0
13730,,口,30.0
13731,,口,30.0
13732,,口,30.0
13733,,口,30.0
13734,,口,30.0
13735,,口,30.0
13736,,口,30.0
13737,,口,30.0
13738,,口,30.0
13739,,口,30.0
13740,,,30.0
13741,,舌,30.0
13742,,,30.0
13743,,,30.0
13744,,,30.0
13745,,,30.0
13746,,,30.0
13747,,,30.0
13748,,,30.0
13749,,,30.0
13750,,口,30.0
13751,,口,30.0
13752,,口,30.0
13753,,口,30.0
13754,,口,30.0
13755,,口,30.0
13756,,口,30.0
13757,,口,30.0
13758,吅,口,30.0
13759,,口,30.0
13760,,口,30.0
13761,,口,30.0
13762,,口,30.0
13763,,口,30.0
13764,,口,30.0
13765,,口,30.0
13766,,口,30.0
13767,,口,30.0
13768,,口,30.0
13769,刀,口,30.0
13770,㗊,口,30.0
13771,口,口,30.0
13772,,口,30.0
13773,,口,30.0
13774,,,30.0
13775,,,30.0
13776,口,口,30.0
13777,,口,30.0
13778,,,30.0
13779,,口,30.0
13780,,口,30.0
13781,,口,30.0
13782,,口,30.0
13783,冎,口,30.0
13784,口,口,30.0
13785,,口,30.0
13786,,口,30.0
13787,,口,30.0
13788,,口,30.0
13789,,,30.0
13790,,,30.0
13791,,,30.0
13792,,,30.0
13793,,,30.0
13794,,口,30.0
13795,,口,30.0
13796,,口,30.0
13797,,口,30.0
13798,,口,30.0
13799,,口,30.0
13800,,口,30.0
13801,,口,30.0
13802,,口,30.0
13803,,口,30.0
13804,多,口,30.0
13805,,口,30.0
13806,,,30.0
13807,,,30.0
13808,,,30.0
13809,口,口,30.0
13810,,口,30.0
13811,,口,30.0
13812,,口,30.0
13813,,口,30.0
13814,,口,30.0
13815,,,30.0
13816,,金,30.0
13817,,,30.0
13818,,,30.0
13819,,口,30.0
13820,,口,30.0
13821,,口,30.0
13822,,口,30.0
13823,,口,30.0
13824,,口,30.0
13825,,口,30.0
13826,,口,30.0
13827,,,30.0
13828,,,30.0
13829,,口,30.0
13830,,口,30.0
13831,,口,30.0
13832,口,口,30.0
13833,,口,30.0
13834,,口,30.0
13835,,口,30.0
13836,,口,30.0
13837,,口,30.0
13838,,,30.0
13839,,,30.0
13840,,口,30.0
13841,,口,30.0
13842,,,30.0
13843,,口,30.0
13844,,,30.0
13845,,口,30.0
13846,,口,30.0
13847,,,30.0
13848,,,30.0
13849,口,口,30.0
13850,,,30.0
13851,,口,30.0
13852,,口,30.0
13853,囗,囗,31.0
13854,,力,19.0
13855,,,31.0
13856,,囗,31.0
13857,木,囗,31.0
13858,,囗,31.0
13859,囗,囗,31.0
13860,,囗,31.0
13861,囗,囗,31.0
13862,,土,32.0
13863,,土,32.0
13864,,土,32.0
13865,,土,32.0
13866,,土,32.0
13867,,土,32.0
13868,,土,32.0
13869,土,土,32.0
13870,,,32.0
13871,,土,32.0
13872,,,32.0
13873,,土,32.0
13874,,土,32.0
13875,丘,土,32.0
13876,,土,32.0
13877,,,32.0
13878,,土,32.0
13879,,土,32.0
13880,,土,32.0
13881,,土,32.0
13882,,土,32.0
13883,,土,32.0
13884,,,32.0
13885,,木,32.0
13886,,,32.0
13887,,土,32.0
13888,,土,32.0
13889,土,土,32.0
13890,,土,32.0
13891,,土,32.0
13892,,土,32.0
13893,,土,32.0
13894,,,32.0
13895,,土,32.0
13896,,土,32.0
13897,,土,32.0
13898,,土,32.0
13899,,,32.0
13900,,,32.0
13901,,,32.0
13902,,土,32.0
13903,,土,32.0
13904,,土,32.0
13905,,土,32.0
13906,里,土,32.0
13907,,土,32.0
13908,,土,32.0
13909,,土,32.0
13910,,,32.0
13911,,,32.0
13912,,,32.0
13913,水,土,32.0
13914,土,土,32.0
13915,,土,32.0
13916,,至,32.0
13917,,土,32.0
13918,,土,32.0
13919,,,32.0
13920,土,土,32.0
13921,,土,32.0
13922,,土,32.0
13923,,土,32.0
13924,土,土,32.0
13925,,土,32.0
13926,,,32.0
13927,,土,32.0
13928,,土,32.0
13929,土,土,32.0
13930,土,土,32.0
13931,,土,32.0
13932,,土,32.0
13933,,,32.0
13934,,,32.0
13935,,艸,32.0
13936,,土,32.0
13937,,土,32.0
13938,,土,32.0
13939,,土,32.0
13940,,土,32.0
13941,,土,32.0
13942,土,土,32.0
13943,土,土,32.0
13944,,土,32.0
13945,,土,32.0
13946,,土,32.0
13947,,土,32.0
13948,,土,32.0
13949,,,32.0
13950,,土,32.0
13951,,,32.0
13952,,土,32.0
13953,,土,32.0
13954,,土,32.0
13955,壺,士,33.0
13956,,疋,33.0
13957,,夂,34.0
13958,夊,夊,35.0
13959,夊,夊,35.0
13960,斗,十,36.0
13961,,夕,36.0
13962,,夕,36.0
13963,,夕,36.0
13964,多,夕,36.0
13965,,夕,36.0
13966,去,厶,37.0
13967,,大,37.0
13968,,大,37.0
13969,,,37.0
13970,亦,大,37.0
13971,,大,37.0
13972,㚔,大,37.0
13973,大,大,37.0
13974,亣,大,37.0
13975,,大,37.0
13976,夫,大,37.0
13977,,大,37.0
13978,,大,37.0
13979,,,37.0
13980,,大,37.0
13981,,大,37.0
13982,,大,37.0
13983,㲋,大,37.0
13984,,大,37.0
13985,,口,37.0
13986,女,女,38.0
13987,,女,38.0
13988,女,女,38.0
13989,,女,38.0
13990,,女,38.0
13991,,女,38.0
13992,,,38.0
13993,女,女,38.0
13994,,女,38.0
13995,,女,38.0
13996,,女,38.0
13997,,女,38.0
13998,,女,38.0
13999,,女,38.0
14000,,女,38.0
14001,,女,38.0
14002,女,女,38.0
14003,女,女,38.0
14004,,女,38.0
14005,,女,38.0
14006,,女,38.0
14007,,女,38.0
14008,,女,38.0
14009,,女,38.0
14010,,女,38.0
14011,,女,38.0
14012,,女,38.0
14013,,女,38.0
14014,,女,38.0
14015,,,38.0
14016,,女,38.0
14017,,女,38.0
14018,女,女,38.0
14019,,女,38.0
14020,女,女,38.0
14021,女,女,38.0
14022,女,女,38.0
14023,,,38.0
14024,,,38.0
14025,,,38.0
14026,女,女,38.0
14027,,,38.0
14028,,,38.0
14029,女,女,38.0
14030,,女,38.0
14031,,女,38.0
14032,,女,38.0
14033,,女,38.0
14034,,女,38.0
14035,,女,38.0
14036,,女,38.0
14037,,女,38.0
14038,,女,38.0
14039,女,女,38.0
14040,,女,38.0
14041,,女,38.0
14042,,女,38.0
14043,,女,38.0
14044,,女,38.0
14045,,女,38.0
14046,,女,38.0
14047,,,38.0
14048,,,38.0
14049,,,38.0
14050,,,38.0
14051,,女,38.0
14052,,女,38.0
14053,女,女,38.0
14054,,女,38.0
14055,,女,38.0
14056,,女,38.0
14057,,女,38.0
14058,女,女,38.0
14059,,女,38.0
14060,,女,38.0
14061,,女,38.0
14062,女,女,38.0
14063,,女,38.0
14064,女,女,38.0
14065,,女,38.0
14066,,女,38.0
14067,,女,38.0
14068,女,女,38.0
14069,,女,38.0
14070,,女,38.0
14071,,女,38.0
14072,,女,38.0
14073,,女,38.0
14074,,女,38.0
14075,,女,38.0
14076,女,女,38.0
14077,,女,38.0
14078,,女,38.0
14079,,,38.0
14080,,女,38.0
14081,,,38.0
14082,,女,38.0
14083,,女,38.0
14084,,女,38.0
14085,女,女,38.0
14086,,女,38.0
14087,女,女,38.0
14088,,女,38.0
14089,,女,38.0
14090,,女,38.0
14091,,女,38.0
14092,,女,38.0
14093,,女,38.0
14094,女,女,38.0
14095,女,女,38.0
14096,,女,38.0
14097,,女,38.0
14098,,女,38.0
14099,,,38.0
14100,,,38.0
14101,,辵,38.0
14102,,女,38.0
14103,女,女,38.0
14104,女,女,38.0
14105,,女,38.0
14106,,女,38.0
14107,,女,38.0
14108,女,女,38.0
14109,女,女,38.0
14110,,女,38.0
14111,,,38.0
14112,,女,38.0
14113,,女,38.0
14114,,,38.0
14115,女,女,38.0
14116,女,女,38.0
14117,,女,38.0
14118,,女,38.0
14119,,女,38.0
14120,,,38.0
14121,,女,38.0
14122,,女,38.0
14123,,女,38.0
14124,,,38.0
14125,,,38.0
14126,女,女,38.0
14127,,女,38.0
14128,,女,38.0
14129,,女,38.0
14130,,女,38.0
14131,,女,38.0
14132,,女,38.0
14133,,女,38.0
14134,,,38.0
14135,,女,38.0
14136,,女,38.0
14137,,女,38.0
14138,女,女,38.0
14139,,女,38.0
14140,,女,38.0
14141,子,子,39.0
14142,,子,39.0
14143,,子,39.0
14144,女,子,39.0
14145,,子,39.0
14146,,子,39.0
14147,子,子,39.0
14148,,子,39.0
14149,子,子,39.0
14150,,,39.0
14151,,子,39.0
14152,子,子,39.0
14153,,,40.0
14154,,宀,40.0
14155,,宀,40.0
14156,宀,宀,40.0
14157,,宀,40.0
14158,,宀,40.0
14159,,宀,40.0
14160,宀,宀,40.0
14161,,宀,40.0
14162,,宀,40.0
14163,,宀,40.0
14164,宀,宀,40.0
14165,,宀,40.0
14166,,宀,40.0
14167,宀,宀,40.0
14168,,宀,40.0
14169,夕,宀,40.0
14170,,宀,40.0
14171,宀,宀,40.0
14172,,宀,40.0
14173,,宀,40.0
14174,,宀,40.0
14175,,宀,40.0
14176,,冖,40.0
14177,,曰,40.0
14178,宀,宀,40.0
14179,宀,宀,40.0
14180,,宀,40.0
14181,㝱,宀,40.0
14182,,宀,40.0
14183,,宀,40.0
14184,,宀,40.0
14185,宀,宀,40.0
14186,宀,宀,40.0
14187,,宀,40.0
14188,,,40.0
14189,,宀,40.0
14190,宀,宀,40.0
14191,,宀,40.0
14192,宀,宀,40.0
14193,㝱,宀,40.0
14194,㝱,宀,40.0
14195,,,41.0
14196,,寸,41.0
14197,彳,寸,41.0
14198,彳,寸,41.0
14199,,,41.0
14200,皃,小,42.0
14201,,小,42.0
14202,,小,42.0
14203,,小,42.0
14204,𡯁,尢,43.0
14205,,,43.0
14206,𡯁,尢,43.0
14207,𡯁,尢,43.0
14208,,尢,43.0
14209,𡯁,尢,43.0
14210,,尢,43.0
14211,,尢,43.0
14212,,尢,43.0
14213,,尢,43.0
14214,,尢,43.0
14215,,尢,43.0
14216,,尢,43.0
14217,,尢,43.0
14218,,尢,43.0
14219,尸,尸,44.0
14220,,尸,44.0
14221,,,44.0
14222,,,44.0
14223,尸,尸,44.0
14224,,尸,44.0
14225,尾,尸,44.0
14226,尸,尸,44.0
14227,尸,尸,44.0
14228,,尸,44.0
14229,尸,尸,44.0
14230,,尸,44.0
14231,,尸,44.0
14232,,尸,44.0
14233,尾,尸,44.0
14234,尸,尸,44.0
14235,,尸,44.0
14236,,尸,44.0
14237,,,44.0
14238,,,44.0
14239,尸,尸,44.0
14240,,尸,44.0
14241,尸,尸,44.0
14242,之,屮,45.0
14243,屮,屮,45.0
14244,,山,46.0
14245,入,山,46.0
14246,山,山,46.0
14247,,山,46.0
14248,,山,46.0
14249,,山,46.0
14250,,山,46.0
14251,,山,46.0
14252,,山,46.0
14253,,山,46.0
14254,,凵,46.0
14255,山,山,46.0
14256,,山,46.0
14257,,山,46.0
14258,,山,46.0
14259,,山,46.0
14260,,山,46.0
14261,,山,46.0
14262,山,山,46.0
14263,之,屮,45.0
14264,,止,46.0
14265,,山,46.0
14266,,山,46.0
14267,,山,46.0
14268,廾,山,46.0
14269,,山,46.0
14270,,山,46.0
14271,,山,46.0
14272,,山,46.0
14273,,山,46.0
14274,,,46.0
14275,,,46.0
14276,,山,46.0
14277,,山,46.0
14278,,山,46.0
14279,,山,46.0
14280,,山,46.0
14281,,山,46.0
14282,,山,46.0
14283,,山,46.0
14284,,山,46.0
14285,,山,46.0
14286,,山,46.0
14287,,山,46.0
14288,,山,46.0
14289,,山,46.0
14290,,山,46.0
14291,,山,46.0
14292,,山,46.0
14293,,,46.0
14294,,,46.0
14295,,山,46.0
14296,,山,46.0
14297,,山,46.0
14298,邑,山,46.0
14299,,山,46.0
14300,,山,46.0
14301,,山,46.0
14302,山,山,46.0
14303,,山,46.0
14304,,山,46.0
14305,,,46.0
14306,,,46.0
14307,,,46.0
14308,,,46.0
14309,,,46.0
14310,,山,46.0
14311,,山,46.0
14312,,山,46.0
14313,,山,46.0
14314,,山,46.0
14315,,山,46.0
14316,,,46.0
14317,山,山,46.0
14318,,山,46.0
14319,,山,46.0
14320,,山,46.0
14321,,山,46.0
14322,,山,46.0
14323,,山,46.0
14324,嵬,山,46.0
14325,,山,46.0
14326,,山,46.0
14327,,,46.0
14328,,山,46.0
14329,,山,46.0
14330,,山,46.0
14331,,山,46.0
14332,山,山,46.0
14333,,山,46.0
14334,,山,46.0
14335,,山,46.0
14336,山,山,46.0
14337,,山,46.0
14338,山,,46.0
14339,,,46.0
14340,,,46.0
14341,,山,46.0
14342,,山,46.0
14343,,山,46.0
14344,,山,46.0
14345,,山,46.0
14346,,山,46.0
14347,,山,46.0
14348,,山,46.0
14349,,山,46.0
14350,,山,46.0
14351,,山,46.0
14352,山,山,46.0
14353,,山,46.0
14354,,山,46.0
14355,,山,46.0
14356,,山,46.0
14357,,山,46.0
14358,,山,46.0
14359,,,46.0
14360,山,,46.0
14361,,山,46.0
14362,,山,46.0
14363,,山,46.0
14364,山,山,46.0
14365,,山,46.0
14366,,,46.0
14367,,,46.0
14368,,山,46.0
14369,,山,46.0
14370,,山,46.0
14371,,,46.0
14372,,,46.0
14373,,山,46.0
14374,,山,46.0
14375,,山,46.0
14376,,山,46.0
14377,川,巛,47.0
14378,工,工,48.0
14379,,,48.0
14380,,,48.0
14381,㠭,工,48.0
14382,,工,48.0
14383,巳,己,49.0
14384,,,49.0
14385,己,己,49.0
14386,巾,巾,50.0
14387,,,50.0
14388,巾,巾,50.0
14389,,巾,50.0
14390,,巾,50.0
14391,巾,巾,50.0
14392,,巾,50.0
14393,,巾,50.0
14394,,巾,50.0
14395,,巾,50.0
14396,,巾,50.0
14397,,巾,50.0
