codepoint,char,middle_chinese,initial,final,tone,old_initial,old_nucleus,old_coda
13893,㙅,,,,,,,
13894,㙆,,,,,,,
13895,㙇,,,,,,,
13896,㙈,hɰæ³¹,hɰæ,,³¹,,,
13897,㙉,tʰen³⁵,tʰ,en,³⁵,,,
13898,㙊,ʈjaŋ³¹,ʈj,aŋ,³¹,,,
13899,㙋,,,,,,,
13900,㙌,,,,,,,
13901,㙍,,,,,,,
13902,㙎,,,,,,,
13903,㙏,pʰjuk³̲³̲,pʰj,uk̲̲,³,,,
13904,㙐,tʷɑ³⁵,tʷ,ɑ,³⁵,,,
13905,㙑,,,,,,,
13906,㙒,,,,,,,
13907,㙓,,,,,,,
13908,㙔,,,,,,,
13909,㙕,,,,,,,
13910,㙖,,,,,,,
13911,㙗,,,,,,,
13912,㙘,,,,,,,
13913,㙙,mɰɔŋ³³,mɰɔŋ,,³³,m,ə,r
13914,㙚,siᴇŋ³³,s,iᴇŋ,³³,skʷl,e,ŋ
13915,㙛,pu̯o³⁵,p,u̯o,³⁵,,,
13916,㙜,,,,,,,
13917,㙝,hjap³̲³̲,hj,ap̲̲,³,,,
13918,㙞,ŋɰit³̲³̲,ŋɰ,it̲̲,³,,,
13919,㙟,,,,,,,
13920,㙠,ʔei³¹,ʔ,ei,³¹,q,i,̠
13921,㙡,,,,,,,
13922,㙢,mʷɑn³³,mʷ,ɑn,³³,,,
13923,㙣,ʈjaŋ³¹,ʈj,aŋ,³¹,,,
13924,㙤,ɦu̯o³⁵,ɦ,u̯o,³⁵,qhr,a,̠s
13925,㙥,ku̯on³¹,k,u̯on,³¹,,,
13926,㙦,,,,,,,
13927,㙧,,,,,,,
13928,㙨,ɡɨi³³,ɡ,ɨi,³³,,,
13929,㙩,leu³³,l,eu,³³,ɡ,ə,r
13930,㙪,ʔɰi³¹,ʔɰ,i,³¹,q,i,̠ɡs
13931,㙫,tsip³̲³̲,ts,ip̲̲,³,,,
13932,㙬,ŋɨn³³,ŋ,ɨn,³³,ŋɡr,ɯ,ŋ
13933,㙭,,,,,,,
13934,㙮,,,,,,,
13935,㙯,ŋiᴇi³¹,ŋ,iᴇi,³¹,,,
13936,㙰,ɦɰɛ³⁵,ɦɰ,ɛ,³⁵,,,
13937,㙱,ɦɑu³¹,ɦ,ɑu,³¹,,,
13938,㙲,ʔjʊŋ³¹,ʔj,ʊŋ,³¹,,,
13939,㙳,kʰəm³⁵,kʰ,əm,³⁵,,,
13940,㙴,tɕʰiᴇm³¹,tɕʰ,iᴇm,³¹,,,
13941,㙵,,,,,,,
13942,㙶,dɑŋ³³,d,ɑŋ,³³,,,
13943,㙷,ɖiᴇp³̲³̲,ɖ,iᴇp̲̲,³,ɡ‧l,ɯ,b
13944,㙸,,,,,,,
13945,㙹,mjuŋ³³,mj,uŋ,³³,,,
13946,㙺,ɡʷɰi³³,ɡʷɰ,i,³³,,,
13947,㙻,ɖiᴇn³³,ɖ,iᴇn,³³,,,
13948,㙼,,,,,,,
13949,㙽,,,,,,,
13950,㙾,kʰɰɔk³̲³̲,kʰɰɔk̲̲,,³,,,
13951,㙿,,,,,,,
13952,㚀,kʰʷɰiᴇ³³,kʰʷɰ,iᴇ,³³,,,
13953,㚁,kʰiᴇu³¹,kʰ,iᴇu,³¹,,,
13954,㚂,nɑŋ³¹,n,ɑŋ,³¹,,,
13955,㚃,ʔɨn³⁵,ʔ,ɨn,³⁵,q,u,n
13956,㚄,ʈi³¹,ʈ,i,³¹,,,
13957,㚅,ljuŋ³³,lj,uŋ,³³,,,
13958,㚆,,,,,,,
13959,㚇,tsuŋ³¹,ts,uŋ,³¹,sk,o,̠ŋ
13960,㚈,,,,,,,
13961,㚉,,,,,,,
13962,㚊,kʰəi³³,kʰ,əi,³³,,,
13963,㚋,teu³³,t,eu,³³,,,
13964,㚌,,,,,,,
13965,㚍,kʰʷɨi³¹,kʰʷ,ɨi,³¹,,,
13966,㚎,,,,,,,
13967,㚏,,,,,,,
13968,㚐,,,,,,,
13969,㚑,,,,,,,
13970,㚒,ɕiᴇm³⁵,ɕ,iᴇm,³⁵,l̥,e,mʔ
13971,㚓,,,,,,,
13972,㚔,ɳiᴇp³̲³̲,ɳ,iᴇp̲̲,³,,,
13973,㚕,bɰit³̲³̲,bɰ,it̲̲,³,br,ɯ,d
13974,㚖,tɕʰiᴇk³̲³̲,tɕʰ,iᴇk̲̲,³,k,u,̠ʔ
13975,㚗,zjæ³³,zjæ,,³³,,,
13976,㚘,bʷɑn³⁵,bʷ,ɑn,³⁵,b,a,̠nʔ
13977,㚙,,,,,,,
13978,㚚,kʰʷɰæŋ³³,kʰʷɰæŋ,,³³,,,
13979,㚛,hei³¹,h,ei,³¹,,,
13980,㚜,hʷɨk³̲³̲,hʷ,ɨk̲̲,³,,,
13981,㚝,,,,,,,
13982,㚞,,,,,,,
13983,㚟,ʈʰjak³̲³̲,ʈʰj,ak̲̲,³,th,a,ɡ
13984,㚠,kʰɰiᴇu³³,kʰɰ,iᴇu,³³,,,
13985,㚡,,,,,,,
13986,㚢,mjʊ³⁵,mj,ʊ,³⁵,,,
13987,㚣,kɰæu³⁵,kɰæ,u,³⁵,,,
13988,㚤,jɨk³̲³̲,j,ɨk̲̲,³,l,ɯ,ɡ
13989,㚥,,,,,,,
13990,㚦,,,,,,,
13991,㚧,ŋjam³⁵,ŋj,am,³⁵,,,
13992,㚨,ʂɪn³³,ʂ,ɪn,³³,,,
13993,㚩,ȵiᴇm³⁵,ȵ,iᴇm,³⁵,n,e,̠mʔ
13994,㚪,hɑu³¹,h,ɑu,³¹,,,
13995,㚫,səp³̲³̲,s,əp̲̲,³,,,
13996,㚬,kʷin³³,kʷ,in,³³,,,
13997,㚭,ɦʲɨu³³,ɦʲ,ɨu,³³,,,
13998,㚮,,,,,,,
13999,㚯,,,,,,,
14000,㚰,pʰu̯oi³³,pʰ,u̯oi,³³,,,
14001,㚱,kʰɨu³³,kʰ,ɨu,³³,,,
14002,㚲,tem³⁵,t,em,³⁵,khlj,e,b
14003,㚳,,,,,,,
14004,㚴,pʰu̯o³¹,pʰ,u̯o,³¹,,,
14005,㚵,tu̯oŋ³³,t,u̯oŋ,³³,,,
14006,㚶,jɨ³³,j,ɨ,³³,,,
14007,㚷,ɳɰɛ³⁵,ɳɰ,ɛ,³⁵,,,
14008,㚸,sɨ³³,s,ɨ,³³,,,
14009,㚹,lɨu³⁵,l,ɨu,³⁵,,,
14010,㚺,,,,,,,
14011,㚻,,,,,,,
14012,㚼,,,,,,,
14013,㚽,kʰɰæu³⁵,kʰɰæ,u,³⁵,,,
14014,㚾,,,,,,,
14015,㚿,,,,,,,
14016,㛀,,,,,,,
14017,㛁,pʰɰɛŋ³³,pʰɰ,ɛŋ,³³,,,
14018,㛂,ŋʷɑ³⁵,ŋʷ,ɑ,³⁵,,,
14019,㛃,ket³̲³̲,k,et̲̲,³,,,
14020,㛄,ʔɨi³³,ʔ,ɨi,³³,q,ɯ,l
14021,㛅,ȵɨ³¹,ȵ,ɨ,³¹,mlj,ɯ,s
14022,㛆,tʷɑ³¹,tʷ,ɑ,³¹,t,o,̠ls
14023,㛇,,,,,,,
14024,㛈,,,,,,,
14025,㛉,,,,,,,
14026,㛊,,,,,t,o,̠ls
14027,㛋,,,,,,,
14028,㛌,,,,,,,
14029,㛍,kʰep³̲³̲,kʰ,ep̲̲,³,qh,e,̠b
14030,㛎,ljɤ³⁵,lj,ɤ,³⁵,,,
14031,㛏,ɡɨu³³,ɡ,ɨu,³³,,,
14032,㛐,sɑu³⁵,s,ɑu,³⁵,,,
14033,㛑,tsʰɑn³¹,tsʰ,ɑn,³¹,,,
14034,㛒,tu³¹,t,u,³¹,,,
14035,㛓,hɨi³³,h,ɨi,³³,,,
14036,㛔,buŋ³³,b,uŋ,³³,,,
14037,㛕,ʔɰip³̲³̲,ʔɰ,ip̲̲,³,,,
14038,㛖,sʷɑ³³,sʷ,ɑ,³³,,,
14039,㛗,sʷɑ³³,sʷ,ɑ,³³,z,o,̠l
14040,㛘,pʰu̯ot³̲³̲,pʰ,u̯ot̲̲,³,,,
14041,㛙,sin³³,s,in,³³,,,
14042,㛚,jʊŋ³⁵,j,ʊŋ,³⁵,,,
14043,㛛,,,,,,,
14044,㛜,jɨu³³,j,ɨu,³³,,,
14045,㛝,pɑi³¹,p,ɑi,³¹,,,
14046,㛞,luŋ³¹,l,uŋ,³¹,,,
14047,㛟,,,,,,,
14048,㛠,,,,,,,
14049,㛡,,,,,,,
14050,㛢,,,,,,,
14051,㛣,,,,,,,
14052,㛤,,,,,,,
14053,㛥,dəp³̲³̲,d,əp̲̲,³,th,u,̠b
14054,㛦,ləm³⁵,l,əm,³⁵,,,
14055,㛧,mɑm³⁵,m,ɑm,³⁵,,,
14056,㛨,,,,,,,
14057,㛩,ɖjuk³̲³̲,ɖj,uk̲̲,³,,,
14058,㛪,ʔɰiᴇm³¹,ʔɰ,iᴇm,³¹,q,o,ms
14059,㛫,sek³̲³̲,s,ek̲̲,³,,,
14060,㛬,ljuk³̲³̲,lj,uk̲̲,³,,,
14061,㛭,siᴇk³̲³̲,s,iᴇk̲̲,³,,,
14062,㛮,sɑu³⁵,s,ɑu,³⁵,sl,u,̠ʔ
14063,㛯,,,,,m̥,o,ns
14064,㛰,hu̯on³³,h,u̯on,³³,,,
14065,㛱,ʔu̯oi³⁵,ʔ,u̯oi,³⁵,,,
14066,㛲,,,,,,,
14067,㛳,tɕiᴇi³¹,tɕ,iᴇi,³¹,,,
14068,㛴,nɑu³⁵,n,ɑu,³⁵,n,u,̠ʔ
14069,㛵,tɕʰɨŋ³³,tɕʰ,ɨŋ,³³,,,
14070,㛶,tʰɑn³¹,tʰ,ɑn,³¹,,,
14071,㛷,kei³³,k,ei,³³,,,
14072,㛸,,,,,,,
14073,㛹,biᴇn³³,b,iᴇn,³³,,,
14074,㛺,ʔəm³³,ʔ,əm,³³,,,
14075,㛻,kʰʷɰɛ³³,kʰʷɰ,ɛ,³³,,,
14076,㛼,ʑɰɛp³̲³̲,ʑɰ,ɛp̲̲,³,skhr,e,̠b
14077,㛽,,,,,,,
14078,㛾,,,,,,,
14079,㛿,,,,,,,
14080,㜀,,,,,,,
14081,㜁,,,,,,,
14082,㜂,pjʊŋ³³,pj,ʊŋ,³³,,,
14083,㜃,,,,,,,
14084,㜄,,,,,,,
14085,㜅,hjuk³̲³̲,hj,uk̲̲,³,qh,u,ɡ
14086,㜆,mei³¹,m,ei,³¹,,,
14087,㜇,ʔiᴇp³̲³̲,ʔ,iᴇp̲̲,³,qʷ,e,s
14088,㜈,muk³̲³̲,m,uk̲̲,³,,,
14089,㜉,,,,,,,
14090,㜊,ʈiᴇn³⁵,ʈ,iᴇn,³⁵,,,
14091,㜋,ʔiᴇk³̲³̲,ʔ,iᴇk̲̲,³,,,
14092,㜌,ku³¹,k,u,³¹,,,
14093,㜍,dɑŋ³³,d,ɑŋ,³³,,,
14094,㜎,ɦei³³,ɦ,ei,³³,ɡ,e,̠
14095,㜏,,,,,,,
14096,㜐,dʑjʊ³¹,dʑj,ʊ,³¹,,,
14097,㜑,,,,,,,
14098,㜒,ŋei³¹,ŋ,ei,³¹,,,
14099,㜓,təp³̲³̲,t,əp̲̲,³,,,
14100,㜔,,,,,,,
14101,㜕,liᴇn³³,l,iᴇn,³³,,,
14102,㜖,dzɑu³³,dz,ɑu,³³,,,
14103,㜗,ʂim³³,ʂ,im,³³,sh,u,̠mʔ
14104,㜘,tsjʊ³¹,tsj,ʊ,³¹,sk,a,
14105,㜙,luk³̲³̲,l,uk̲̲,³,,,
14106,㜚,,,,,,,
14107,㜛,,,,,,,
14108,㜜,ŋɑu³¹,ŋ,ɑu,³¹,,,
14109,㜝,ʔəm³⁵,ʔ,əm,³⁵,ŋɡ,ɯ,̠mʔ
14110,㜞,dzɑm³³,dz,ɑm,³³,,,
14111,㜟,,,,,,,
14112,㜠,tsʰu̯oi³³,tsʰ,u̯oi,³³,,,
14113,㜡,,,,,,,
14114,㜢,ljʊ³⁵,lj,ʊ,³⁵,,,
14115,㜣,ȵiᴇn³³,ȵ,iᴇn,³³,n,e,̠ns
14116,㜤,ɕim³⁵,ɕ,im,³⁵,mɡl,ɯ,̠mʔ
14117,㜥,mɰɛ³³,mɰ,ɛ,³³,,,
14118,㜦,zim³³,z,im,³³,,,
14119,㜧,,,,,,,
14120,㜨,ɳɰɛi³³,ɳɰ,ɛi,³³,,,
14121,㜩,ʔɑu³¹,ʔ,ɑu,³¹,,,
14122,㜪,ʂɪn³³,ʂ,ɪn,³³,sr,i,ŋ
14123,㜫,,,,,,,
14124,㜬,,,,,,,
14125,㜭,,,,,,,
14126,㜮,lɑm³¹,l,ɑm,³¹,ɡ,ə,r
14127,㜯,hɨ³³,h,ɨ,³³,,,
14128,㜰,jak³̲³̲,j,ak̲̲,³,,,
14129,㜱,tɕit³̲³̲,tɕ,it̲̲,³,,,
14130,㜲,jiᴇŋ³³,j,iᴇŋ,³³,l,e,ŋ
14131,㜳,ɦʷɰɛi³³,ɦʷɰ,ɛi,³³,,,
14132,㜴,,,,,,,
14133,㜵,neu³⁵,n,eu,³⁵,,,
14134,㜶,,,,,,,
14135,㜷,miᴇ³³,m,iᴇ,³³,,,
14136,㜸,ŋʷɰiᴇt³̲³̲,ŋʷɰ,iᴇt̲̲,³,ŋɡr,e,d
14137,㜹,ʔu³³,ʔ,u,³³,,,
14138,㜺,,,,,s,a,̠ns
14139,㜻,lʷiᴇn³¹,lʷ,iᴇn,³¹,,,
14140,㜼,det³̲³̲,d,et̲̲,³,,,
14141,㜽,tsɨ³⁵,ts,ɨ,³⁵,,,
14142,㜾,ɦəi³³,ɦ,əi,³³,,,
14143,㜿,zjɤ³⁵,zj,ɤ,³⁵,,,
14144,㝀,,,,,,,
14145,㝁,hʷen³³,hʷ,en,³³,,,
14146,㝂,tɕiᴇi³¹,tɕ,iᴇi,³¹,,,
14147,㝃,mɰiᴇn³⁵,mɰ,iᴇn,³⁵,mr,o,nʔ
14148,㝄,dʑʷin³³,dʑʷ,in,³³,,,
14149,㝅,ku³¹,k,u,³¹,k,o,̠ɡs
14150,㝆,,,,,,,
14151,㝇,,,,,,,
14152,㝈,ʂʷiᴇn³¹,ʂʷ,iᴇn,³¹,,,
14153,㝉,ɖjɤ³³,ɖj,ɤ,³³,,,
14154,㝊,,,,,,,
14155,㝋,,,,,,,
14156,㝌,jɨu³⁵,j,ɨu,³⁵,kʷl,ɯ,s
14157,㝍,,,,,,,
14158,㝎,,,,,,,
14159,㝏,kɰɛi³¹,kɰ,ɛi,³¹,,,
14160,㝐,jʊŋ³³,j,ʊŋ,³³,,,
14161,㝑,bɑŋ³³,b,ɑŋ,³³,,,
14162,㝒,,,,,,,
14163,㝓,kʰəp³̲³̲,kʰ,əp̲̲,³,,,
14164,㝔,ʔeu³⁵,ʔ,eu,³⁵,q,e,̠ws
14165,㝕,,,,,,,
14166,㝖,ŋɰiᴇ³³,ŋɰ,iᴇ,³³,,,
14167,㝗,lɑŋ³¹,l,ɑŋ,³¹,r,a,̠ŋ
14168,㝘,,,,,,,
14169,㝙,jin³³,j,in,³³,,,
14170,㝚,,,,,,,
14171,㝛,,,,,,,
14172,㝜,siᴇk³̲³̲,s,iᴇk̲̲,³,,,
14173,㝝,lim³³,l,im,³³,,,
14174,㝞,ʔɰæ³³,ʔɰæ,,³³,,,
14175,㝟,,,,,,,
14176,㝠,,,,,,,
14177,㝡,,,,,sk,o,̠ds
14178,㝢,ɦʲjʊ³⁵,ɦʲj,ʊ,³⁵,ɢʷ,a,ʔ
14179,㝣,kʰet³̲³̲,kʰ,et̲̲,³,q,e,̠ds
14180,㝤,ku³³,k,u,³³,,,
14181,㝥,mei³⁵,m,ei,³⁵,m,i,̠ʔ
14182,㝦,,,,,,,
14183,㝧,,,,,,,
14184,㝨,,,,,,,
14185,㝩,kʰɑŋ³⁵,kʰ,ɑŋ,³⁵,khl,a,̠ŋ
14186,㝪,tem³¹,t,em,³¹,,,
14187,㝫,,,,,,,
14188,㝬,,,,,,,
14189,㝭,,,,,,,
14190,㝮,,,,,shr,o,̠ds
14191,㝯,ɡɰiᴇu³³,ɡɰ,iᴇu,³³,,,
14192,㝰,men³³,m,en,³³,,,
14193,㝱,ȵjɤ³³,ȵj,ɤ,³³,m,ɯ,ŋs
14194,㝲,tsʰim³⁵,tsʰ,im,³⁵,skh,i,mʔ
14195,㝳,,,,,,,
14196,㝴,ŋʷɑn³³,ŋʷ,ɑn,³³,,,
14197,㝵,ŋəi³¹,ŋ,əi,³¹,t,ɯ,̠ɡ
14198,㝶,tək³̲³̲,t,ək̲̲,³,,,
14199,㝷,,,,,,,
14200,㝸,bɰiᴇn³¹,bɰ,iᴇn,³¹,,,
14201,㝹,nu³³,n,u,³³,,,
14202,㝺,lem³³,l,em,³³,,,
14203,㝻,ɡɨn³¹,ɡ,ɨn,³¹,,,
14204,㝼,ʔjʊ³³,ʔj,ʊ,³³,qʷ,a,
14205,㝽,,,,,,,
14206,㝾,tsɑ³¹,ts,ɑ,³¹,s,a,̠ls
14207,㝿,pʷɑ³³,pʷ,ɑ,³³,p,a,̠lʔ
14208,㞀,,,,,,,
14209,㞁,jiᴇu³¹,j,iᴇu,³¹,,,
14210,㞂,nu̯oi³⁵,n,u̯oi,³⁵,,,
14211,㞃,,,,,,,
14212,㞄,ʔəm³⁵,ʔ,əm,³⁵,,,
14213,㞅,lʷɑ³¹,lʷ,ɑ,³¹,,,
14214,㞆,kɰiᴇ³⁵,kɰ,iᴇ,³⁵,,,
14215,㞇,ʔu̯oi³⁵,ʔ,u̯oi,³⁵,,,
14216,㞈,pʷɑt³̲³̲,pʷ,ɑt̲̲,³,,,
14217,㞉,tsɑt³̲³̲,ts,ɑt̲̲,³,,,
14218,㞊,,,,,,,
14219,㞋,ɳiᴇn³⁵,ɳ,iᴇn,³⁵,,,
14220,㞌,,,,,,,
14221,㞍,,,,,,,
14222,㞎,,,,,,,
14223,㞏,ɖip³̲³̲,ɖ,ip̲̲,³,b,u,b
14224,㞐,kjɤ³³,kj,ɤ,³³,k,a,
14225,㞑,mʷɨi³⁵,mʷ,ɨi,³⁵,,,
14226,㞒,hɰi³¹,hɰ,i,³¹,qphr,i,̠ds
14227,㞓,kei³¹,k,ei,³¹,kh,i,s
14228,㞔,ɕiᴇ³⁵,ɕ,iᴇ,³⁵,,,
14229,㞕,set³̲³̲,s,et̲̲,³,spl,u,̠d
14230,㞖,tsʰiᴇ³¹,tsʰ,iᴇ,³¹,,,
14231,㞗,,,,,,,
14232,㞘,tuk³̲³̲,t,uk̲̲,³,,,
14233,㞙,neu³¹,n,eu,³¹,,,
14234,㞚,tʂʰɰɛp³̲³̲,tʂʰɰ,ɛp̲̲,³,skhr,e,̠b
14235,㞛,kɰi³⁵,kɰ,i,³⁵,,,
14236,㞜,tsu̯oi³³,ts,u̯oi,³³,,,
14237,㞝,,,,,,,
14238,㞞,,,,,,,
14239,㞟,deŋ³³,d,eŋ,³³,d,i,̠ŋs
14240,㞠,,,,,,,
14241,㞡,ʈiᴇn³⁵,ʈ,iᴇn,³⁵,,,
14242,㞢,tɕɨ³³,tɕ,ɨ,³³,,,
14243,㞣,pʰjun³³,pʰj,un,³³,ph,ɯ,n
14244,㞤,,,,,,,
14245,㞥,dʐim³³,dʐ,im,³³,sɡr,ɯ,m
14246,㞦,kɰi³⁵,kɰ,i,³⁵,k,i,lʔ
14247,㞧,ɦʷɑi³¹,ɦʷ,ɑi,³¹,,,
14248,㞨,,,,,,,
14249,㞩,,,,,,,
14250,㞪,,,,,,,
14251,㞫,,,,,,,
14252,㞬,,,,,,,
14253,㞭,,,,,,,
14254,㞮,,,,,,,
14255,㞯,ŋjʊ³³,ŋj,ʊ,³³,,,
14256,㞰,hjɤ³⁵,hj,ɤ,³⁵,,,
14257,㞱,,,,,,,
14258,㞲,,,,,,,
14259,㞳,tu³⁵,t,u,³⁵,,,
14260,㞴,,,,,,,
14261,㞵,tʰɑu³³,tʰ,ɑu,³³,,,
14262,㞶,,,,,,,
14263,㞷,ɡʷjaŋ³³,ɡʷj,aŋ,³³,ɡʷ,a,ŋ
14264,㞸,,,,,,,
14265,㞹,,,,,,,
14266,㞺,,,,,,,
14267,㞻,ɦɑu³⁵,ɦ,ɑu,³⁵,,,
14268,㞼,dʑɨŋ³³,dʑ,ɨŋ,³³,,,
14269,㞽,hʷjɤt³̲³̲,hʷj,ɤt̲̲,³,,,
14270,㞾,ɳi³³,ɳ,i,³³,,,
14271,㞿,,,,,,,
14272,㟀,,,,,,,
14273,㟁,,,,,,,
14274,㟂,,,,,,,
14275,㟃,,,,,,,
14276,㟄,zjaŋ³³,zj,aŋ,³³,,,
14277,㟅,ŋuŋ³³,ŋ,uŋ,³³,ŋɡ,o,̠ŋ
14278,㟆,,,,,,,
14279,㟇,dzʷɑ³³,dzʷ,ɑ,³³,,,
14280,㟈,ɡɨu³³,ɡ,ɨu,³³,,,
14281,㟉,lɑu³³,l,ɑu,³³,,,
14282,㟊,bɨu³³,b,ɨu,³³,,,
14283,㟋,dʷɑi³¹,dʷ,ɑi,³¹,ɡ‧l,o,̠ds
14284,㟌,mɰɔŋ³³,mɰɔŋ,,³³,,,
14285,㟍,lɑŋ³³,l,ɑŋ,³³,,,
14286,㟎,tʰu̯oi³⁵,tʰ,u̯oi,³⁵,kh‧l,u,̠lʔ
14287,㟏,həm³³,h,əm,³³,,,
14288,㟐,mɑŋ³⁵,m,ɑŋ,³⁵,m,a,̠ŋʔ
14289,㟑,,,,,,,
14290,㟒,ɡjun³³,ɡj,un,³³,,,
14291,㟓,,,,,,,
14292,㟔,,,,,,,
14293,㟕,,,,,,,
14294,㟖,,,,,,,
14295,㟗,pɰin³³,pɰ,in,³³,,,
14296,㟘,deu³³,d,eu,³³,,,
14297,㟙,ʑɰæk³̲³̲,ʑɰæk̲̲,,³,,,
14298,㟚,ɡɰiᴇ³³,ɡɰ,iᴇ,³³,,,
14299,㟛,dzɑm³⁵,dz,ɑm,³⁵,,,
14300,㟜,miᴇ³³,m,iᴇ,³³,,,
14301,㟝,bu³⁵,b,u,³⁵,,,
14302,㟞,tʂɰɛn³⁵,tʂɰ,ɛn,³⁵,,,
14303,㟟,,,,,,,
14304,㟠,,,,,,,
14305,㟡,,,,,,,
14306,㟢,,,,,,,
14307,㟣,,,,,,,
14308,㟤,,,,,,,
14309,㟥,,,,,,,
14310,㟦,,,,,,,
14311,㟧,,,,,,,
14312,㟨,tʷɑn³³,tʷ,ɑn,³³,,,
14313,㟩,mɰin³³,mɰ,in,³³,,,
14314,㟪,ʔu̯oi³³,ʔ,u̯oi,³³,q,u,l
14315,㟫,,,,,,,
14316,㟬,,,,,,,
14317,㟭,mɰin³³,mɰ,in,³³,,,
14318,㟮,,,,,d,u,̠d
14319,㟯,,,,,ŋɡr,a,̠ɡ
14320,㟰,meŋ³⁵,m,eŋ,³⁵,,,
14321,㟱,jiᴇu³⁵,j,iᴇu,³⁵,,,
14322,㟲,,,,,,,
14323,㟳,lit³̲³̲,l,it̲̲,³,,,
14324,㟴,kʰu̯oi³⁵,kʰ,u̯oi,³⁵,,,
14325,㟵,,,,,,,
14326,㟶,ŋʷjɤn³³,ŋʷj,ɤn,³³,,,
14327,㟷,,,,,,,
14328,㟸,kɑu³³,k,ɑu,³³,,,
14329,㟹,lɰæu³³,lɰæ,u,³³,,,
14330,㟺,ljʊ³³,lj,ʊ,³³,,,
14331,㟻,tsʰiᴇm³¹,tsʰ,iᴇm,³¹,,,
14332,㟼,ŋɑu³¹,ŋ,ɑu,³¹,ŋɡ,a,̠w
14333,㟽,piᴇu³⁵,p,iᴇu,³⁵,,,
14334,㟾,jʊŋ³³,j,ʊŋ,³³,,,
14335,㟿,mɑŋ³⁵,m,ɑŋ,³⁵,,,
14336,㠀,tɑu³⁵,t,ɑu,³⁵,t,u,̠ʔ
14337,㠁,,,,,,,
14338,㠂,,,,,,,
14339,㠃,,,,,,,
14340,㠄,,,,,,,
14341,㠅,pʰjuk³̲³̲,pʰj,uk̲̲,³,,,
14342,㠆,tei³³,t,ei,³³,,,
14343,㠇,dzɨu³¹,dz,ɨu,³¹,,,
14344,㠈,ȵʷin³¹,ȵʷ,in,³¹,,,
14345,㠉,duŋ³³,d,uŋ,³³,,,
14346,㠊,kʰjɤ³³,kʰj,ɤ,³³,,,
14347,㠋,,,,,,,
14348,㠌,,,,,,,
14349,㠍,tsip³̲³̲,ts,ip̲̲,³,,,
14350,㠎,dzip³̲³̲,dz,ip̲̲,³,sk,u,b
14351,㠏,,,,,,,
14352,㠐,ɡɰiᴇu³³,ɡɰ,iᴇu,³³,,,
14353,㠑,dzʷi³⁵,dzʷ,i,³⁵,z,u,̠lʔ
14354,㠒,piᴇu³³,p,iᴇu,³³,,,
14355,㠓,muŋ³³,m,uŋ,³³,,,
14356,㠔,pɰɛ³¹,pɰ,ɛ,³¹,,,
14357,㠕,ɦʲʷɨi³⁵,ɦʲʷ,ɨi,³⁵,,,
14358,㠖,ŋɰiᴇ³⁵,ŋɰ,iᴇ,³⁵,,,
14359,㠗,,,,,,,
14360,㠘,,,,,,,
14361,㠙,ɦɑu³³,ɦ,ɑu,³³,,,
14362,㠚,du̯oi³¹,d,u̯oi,³¹,,,
14363,㠛,ʔʷɰæk³̲³̲,ʔʷɰæk̲̲,,³,,,
14364,㠜,,,,,,,
14365,㠝,,,,,,,
14366,㠞,,,,,,,
14367,㠟,,,,,,,
14368,㠠,ljɤ³³,lj,ɤ,³³,,,
14369,㠡,neu³⁵,n,eu,³⁵,,,
14370,㠢,ɦʷɰɛi³³,ɦʷɰ,ɛi,³³,,,
14371,㠣,,,,,,,
14372,㠤,,,,,,,
14373,㠥,lʷi³³,lʷ,i,³³,r,u,l
14374,㠦,pʰjuŋ³³,pʰj,uŋ,³³,,,
14375,㠧,mɰiᴇ³⁵,mɰ,iᴇ,³⁵,,,
14376,㠨,,,,,,,
14377,㠩,,,,,m̥h,a,̠ŋ
14378,㠪,,,,,,,
14379,㠫,,,,,,,
14380,㠬,,,,,,,
14381,㠭,ʈiᴇn³⁵,ʈ,iᴇn,³⁵,k‧l,e,nʔ
14382,㠮,,,,,,,
14383,㠯,jɨ³⁵,j,ɨ,³⁵,ɢl,ɯ,ʔ
14384,㠰,,,,,,,
14385,㠱,kʰɨ³⁵,kʰ,ɨ,³⁵,k,ɯ,ʔ
14386,㠲,pʰɰɛ³⁵,pʰɰ,ɛ,³⁵,p,i,lʔ
14387,㠳,,,,,,,
14388,㠴,ȵin³¹,ȵ,in,³¹,nj,i,d
14389,㠵,hʷɑŋ³³,hʷ,ɑŋ,³³,,,
14390,㠶,,,,,,,
14391,㠷,kəp³̲³̲,k,əp̲̲,³,k,ɯ,̠b
14392,㠸,pjʊ³³,pj,ʊ,³³,,,
14393,㠹,kɰɛi³¹,kɰ,ɛi,³¹,,,
14394,㠺,miᴇu³³,m,iᴇu,³³,,,
14395,㠻,,,,,,,
14396,㠼,,,,,,,
14397,㠽,,,,,,,
14398,㠾,,,,,q,o,n
14399,㠿,tsiᴇ³³,ts,iᴇ,³³,s,e,
14400,㡀,biᴇi³¹,b,iᴇi,³¹,b,e,ds
14401,㡁,kʰʷɰæ³⁵,kʰʷɰæ,,³⁵,,,
14402,㡂,,,,,,,
14403,㡃,,,,,,,
14404,㡄,zʷin³³,zʷ,in,³³,sqhʷ,i,n
14405,㡅,nɑ³⁵,n,ɑ,³⁵,,,
14406,㡆,mɑŋ³³,m,ɑŋ,³³,m̥h,a,̠ŋ
14407,㡇,tsiᴇp³̲³̲,ts,iᴇp̲̲,³,k‧l,e,b
14408,㡈,mɰiᴇn³⁵,mɰ,iᴇn,³⁵,,,
