codepoint,char,middle_chinese,initial,final,tone,old_initial,old_nucleus,old_coda
14409,㡉,ken³³,k,en,³³,k,i,̠n
14410,㡊,kʰɰɛp³̲³̲,kʰɰ,ɛp̲̲,³,,,
14411,㡋,ʔjap³̲³̲,ʔj,ap̲̲,³,q,o,m
14412,㡌,,,,,,,
14413,㡍,,,,,,,
14414,㡎,,,,,,,
14415,㡏,ʂjʊ³³,ʂj,ʊ,³³,sr,o,
14416,㡐,,,,,s,e,̠n
14417,㡑,tseu³⁵,ts,eu,³⁵,,,
14418,㡒,du̯on³⁵,d,u̯on,³⁵,k‧l,u,n
14419,㡓,ku̯on³³,k,u̯on,³³,k,u,̠n
14420,㡔,muk³̲³̲,m,uk̲̲,³,m,o,̠ɡ
14421,㡕,ʔɰjæŋ³³,ʔɰjæŋ,,³³,,,
14422,㡖,ɖjʊŋ³⁵,ɖj,ʊŋ,³⁵,,,
14423,㡗,siᴇ³³,s,iᴇ,³³,,,
14424,㡘,liᴇm³³,l,iᴇm,³³,ɡ,ə,r
14425,㡙,pei³³,p,ei,³³,,,
14426,㡚,ku³³,k,u,³³,k,o,̠
14427,㡛,hʷɑŋ³³,hʷ,ɑŋ,³³,,,
14428,㡜,ʂiᴇi³¹,ʂ,iᴇi,³¹,skl,e,d
14429,㡝,bjʊŋ³¹,bj,ʊŋ,³¹,,,
14430,㡞,lu³³,l,u,³³,,,
14431,㡟,tsɑu³³,ts,ɑu,³³,,,
14432,㡠,,,,,,,
14433,㡡,,,,,,,
14434,㡢,,,,,,,
14435,㡣,,,,,,,
14436,㡤,,,,,,,
14437,㡥,ʔɨn³¹,ʔ,ɨn,³¹,,,
14438,㡦,pʰin³³,pʰ,in,³³,,,
14439,㡧,ʈɰæŋ³¹,ʈɰæŋ,,³¹,,,
14440,㡨,tsiᴇm³³,ts,iᴇm,³³,s,e,m
14441,㡩,,,,,,,
14442,㡪,,,,,,,
14443,㡫,,,,,,,
14444,㡬,,,,,,,
14445,㡭,,,,,k,e,̠ɡs
14446,㡮,,,,,,,
14447,㡯,dɑk³̲³̲,d,ɑk̲̲,³,,,
14448,㡰,ɦʲjʊ³⁵,ɦʲj,ʊ,³⁵,,,
14449,㡱,,,,,,,
14450,㡲,ɦʷɰæn³³,ɦʷɰæn,,³³,ɡʷr,a,̠n
14451,㡳,,,,,,,
14452,㡴,ləp³̲³̲,l,əp̲̲,³,,,
14453,㡵,leŋ³³,l,eŋ,³³,,,
14454,㡶,,,,,,,
14455,㡷,pu̯on³⁵,p,u̯on,³⁵,,,
14456,㡸,dʐɰæ³³,dʐɰæ,,³³,,,
14457,㡹,tsʰiᴇ³¹,tsʰ,iᴇ,³¹,skh,e,s
14458,㡺,,,,,,,
14459,㡻,,,,,,,
14460,㡼,ji³¹,j,i,³¹,,,
14461,㡽,,,,,,,
14462,㡾,,,,,,,
14463,㡿,tɕʰiᴇk³̲³̲,tɕʰ,iᴇk̲̲,³,khj,a,ɡ
14464,㢀,tsʰiᴇ³¹,tsʰ,iᴇ,³¹,,,
14465,㢁,tɕʰiᴇ³⁵,tɕʰ,iᴇ,³⁵,,,
14466,㢂,ŋjam³⁵,ŋj,am,³⁵,,,
14467,㢃,lɑŋ³³,l,ɑŋ,³³,,,
14468,㢄,,,,,,,
14469,㢅,luŋ³¹,l,uŋ,³¹,,,
14470,㢆,ɖiᴇn³³,ɖ,iᴇn,³³,,,
14471,㢇,,,,,,,
14472,㢈,du̯oi³³,d,u̯oi,³³,ɡ‧l,u,̠l
14473,㢉,ʈɰæ³³,ʈɰæ,,³³,ɡ‧r,a,̠
14474,㢊,ʔɰɛ³⁵,ʔɰ,ɛ,³⁵,,,
14475,㢋,tɕʰiᴇ³⁵,tɕʰ,iᴇ,³⁵,khlj,a,lʔ
14476,㢌,,,,,,,
14477,㢍,ʔɰjæŋ³⁵,ʔɰjæŋ,,³⁵,,,
14478,㢎,tʂiᴇp³̲³̲,tʂ,iᴇp̲̲,³,,,
14479,㢏,jʊ³³,j,ʊ,³³,,,
14480,㢐,,,,,,,
14481,㢑,,,,,,,
14482,㢒,dʐɰæ³³,dʐɰæ,,³³,,,
14483,㢓,tɕjaŋ³³,tɕj,aŋ,³³,klj,a,ŋs
14484,㢔,tsuŋ³⁵,ts,uŋ,³⁵,,,
14485,㢕,,,,,,,
14486,㢖,pʷɑn³³,pʷ,ɑn,³³,,,
14487,㢗,kʰiᴇu³¹,kʰ,iᴇu,³¹,,,
14488,㢘,,,,,,,
14489,㢙,,,,,ɡr,ɯ,ns
14490,㢚,lu̯o³³,l,u̯o,³³,ɡ,ə,r
14491,㢛,,,,,,,
14492,㢜,,,,,,,
14493,㢝,su̯o³³,s,u̯o,³³,,,
14494,㢞,,,,,,,
14495,㢟,ʈʰiᴇn³⁵,ʈʰ,iᴇn,³⁵,kh‧l,a,n
14496,㢠,,,,,,,
14497,㢡,tsjaŋ³⁵,tsj,aŋ,³⁵,,,
14498,㢢,,,,,,,
14499,㢣,ɡɰjæŋ³³,ɡɰjæŋ,,³³,,,
14500,㢤,,,,,,,
14501,㢥,duŋ³¹,d,uŋ,³¹,,,
14502,㢦,kɑ³³,k,ɑ,³³,,,
14503,㢧,,,,,,,
14504,㢨,ɦɑn³¹,ɦ,ɑn,³¹,,,
14505,㢩,tek³̲³̲,t,ek̲̲,³,,,
14506,㢪,ʔu̯o³³,ʔ,u̯o,³³,,,
14507,㢫,,,,,,,
14508,㢬,ʔʷɰɛŋ³³,ʔʷɰ,ɛŋ,³³,,,
14509,㢭,,,,,,,
14510,㢮,ɕiᴇ³⁵,ɕ,iᴇ,³⁵,,,
14511,㢯,min³³,m,in,³³,,,
14512,㢰,bɰiᴇ³¹,bɰ,iᴇ,³¹,,,
14513,㢱,,,,,,,
14514,㢲,,,,,,,
14515,㢳,,,,,,,
14516,㢴,sei³³,s,ei,³³,,,
14517,㢵,hɰiᴇp³̲³̲,hɰ,iᴇp̲̲,³,,,
14518,㢶,,,,,,,
14519,㢷,,,,,,,
14520,㢸,bɰit³̲³̲,bɰ,it̲̲,³,,,
14521,㢹,,,,,,,
14522,㢺,,,,,,,
14523,㢻,ʔʷɰiᴇ³¹,ʔʷɰ,iᴇ,³¹,,,
14524,㢼,piᴇi³¹,p,iᴇi,³¹,,,
14525,㢽,ȵɨ³¹,ȵ,ɨ,³¹,,,
14526,㢾,kiᴇn³³,k,iᴇn,³³,,,
14527,㢿,,,,,,,
14528,㣀,,,,,,,
14529,㣁,bɰi³¹,bɰ,i,³¹,,,
14530,㣂,kɰɛk³̲³̲,kɰ,ɛk̲̲,³,,,
14531,㣃,juk³̲³̲,j,uk̲̲,³,,,
14532,㣄,,,,,,,
14533,㣅,tsəm³³,ts,əm,³³,,,
14534,㣆,,,,,,,
14535,㣇,ji³¹,j,i,³¹,l,i,s
14536,㣈,si³¹,s,i,³¹,l̥j,i,s
14537,㣉,kuŋ³³,k,uŋ,³³,,,
14538,㣊,,,,,,,
14539,㣋,,,,,,,
14540,㣌,ʂɰæm³¹,ʂɰæm,,³¹,,,
14541,㣍,,,,,,,
14542,㣎,mjuk³̲³̲,mj,uk̲̲,³,m,u,ɡ
14543,㣏,,,,,,,
14544,㣐,,,,,,,
14545,㣑,jʊŋ³³,j,ʊŋ,³³,,,
14546,㣒,tsʰəŋ³³,tsʰ,əŋ,³³,,,
14547,㣓,,,,,,,
14548,㣔,teŋ³³,t,eŋ,³³,,,
14549,㣕,,,,,,,
14550,㣖,,,,,,,
14551,㣗,,,,,,,
14552,㣘,ɡjʊ³³,ɡj,ʊ,³³,,,
14553,㣙,dek³̲³̲,d,ek̲̲,³,ɡ‧l,ɯ,̠wɡ
14554,㣚,tʰuŋ³⁵,tʰ,uŋ,³⁵,,,
14555,㣛,ɦʷɑi³¹,ɦʷ,ɑi,³¹,,,
14556,㣜,,,,,,,
14557,㣝,sjuŋ³³,sj,uŋ,³³,,,
14558,㣞,dʷɑt³̲³̲,dʷ,ɑt̲̲,³,,,
14559,㣟,hit³̲³̲,h,it̲̲,³,,,
14560,㣠,,,,,,,
14561,㣡,,,,,,,
14562,㣢,dei³³,d,ei,³³,,,
14563,㣣,ɕiᴇm³¹,ɕ,iᴇm,³¹,,,
14564,㣤,dziᴇn³⁵,dz,iᴇn,³⁵,z,e,nʔ
14565,㣥,,,,,ɡ‧l,ɯ,ʔ
14566,㣦,,,,,,,
14567,㣧,,,,,,,
14568,㣨,,,,,,,
14569,㣩,,,,,,,
14570,㣪,ɦʷɑn³⁵,ɦʷ,ɑn,³⁵,,,
14571,㣫,duŋ³⁵,d,uŋ,³⁵,klj,o,ŋʔ
14572,㣬,tsʰip³̲³̲,tsʰ,ip̲̲,³,,,
14573,㣭,tsuŋ³³,ts,uŋ,³³,,,
14574,㣮,,,,,,,
14575,㣯,set³̲³̲,s,et̲̲,³,,,
14576,㣰,sit³̲³̲,s,it̲̲,³,,,
14577,㣱,dʐɰɛk³̲³̲,dʐɰ,ɛk̲̲,³,,,
14578,㣲,,,,,,,
14579,㣳,,,,,,,
14580,㣴,,,,,,,
14581,㣵,tʰɑt³̲³̲,tʰ,ɑt̲̲,³,,,
14582,㣶,ʈɰɛn³³,ʈɰ,ɛn,³³,,,
14583,㣷,neŋ³¹,n,eŋ,³¹,,,
14584,㣸,,,,,,,
14585,㣹,,,,,,,
14586,㣺,,,,,,,
14587,㣻,ŋjai³¹,ŋj,ai,³¹,ŋ,a,ds
14588,㣼,ȵin³¹,ȵ,in,³¹,,,
14589,㣽,nu̯o³¹,n,u̯o,³¹,,,
14590,㣾,,,,,,,
14591,㣿,teu³⁵,t,eu,³⁵,p‧l,e,̠wɡ
14592,㤀,,,,,,,
14593,㤁,tʰem³⁵,tʰ,em,³⁵,l̥,ɯ,̠mʔ
14594,㤂,kip³̲³̲,k,ip̲̲,³,,,
14595,㤃,pʰʷjaŋ³³,pʰʷj,aŋ,³³,,,
14596,㤄,pʰʷjai³¹,pʰʷj,ai,³¹,ph,o,ds
14597,㤅,ʔəi³¹,ʔ,əi,³¹,q,ɯ,̠ds
14598,㤆,pʰʷjɤn³¹,pʰʷj,ɤn,³¹,,,
14599,㤇,ʔɑu³⁵,ʔ,ɑu,³⁵,,,
14600,㤈,,,,,,,
14601,㤉,ŋɰæ³¹,ŋɰæ,,³¹,khr,a,̠
14602,㤊,ɦɰæu³³,ɦɰæ,u,³³,,,
14603,㤋,,,,,ph,ɯ,n
14604,㤌,kɑm³³,k,ɑm,³³,,,
14605,㤍,kʰɰæu³³,kʰɰæ,u,³³,,,
14606,㤎,kɑ³³,k,ɑ,³³,,,
14607,㤏,tʰu̯oŋ³³,tʰ,u̯oŋ,³³,,,
14608,㤐,ʈʰiᴇm³³,ʈʰ,iᴇm,³³,,,
14609,㤑,,,,,,,
14610,㤒,kɑu³³,k,ɑu,³³,,,
14611,㤓,bu̯on³⁵,b,u̯on,³⁵,,,
14612,㤔,bjʊ³¹,bj,ʊ,³¹,,,
14613,㤕,tu̯ot³̲³̲,t,u̯ot̲̲,³,k‧l,u,d
14614,㤖,ɖjɤ³⁵,ɖj,ɤ,³⁵,,,
14615,㤗,,,,,,,
14616,㤘,tʂʰɰæu³⁵,tʂʰɰæ,u,³⁵,,,
14617,㤙,,,,,,,
14618,㤚,ɦɑŋ³³,ɦ,ɑŋ,³³,,,
14619,㤛,,,,,,,
14620,㤜,,,,,,,
14621,㤝,tɕʰjuŋ³³,tɕʰj,uŋ,³³,,,
14622,㤞,dɑk³̲³̲,d,ɑk̲̲,³,,,
14623,㤟,kʰjʊŋ³⁵,kʰj,ʊŋ,³⁵,,,
14624,㤠,liᴇt³̲³̲,l,iᴇt̲̲,³,,,
14625,㤡,liᴇi³¹,l,iᴇi,³¹,,,
14626,㤢,ʔjuk³̲³̲,ʔj,uk̲̲,³,,,
14627,㤣,,,,,,,
14628,㤤,jʊ³⁵,j,ʊ,³⁵,,,
14629,㤥,ɦəi³¹,ɦ,əi,³¹,ɡ,ɯ,̠s
14630,㤦,lɨ³¹,l,ɨ,³¹,,,
14631,㤧,ɦu³³,ɦ,u,³³,,,
14632,㤨,kjʊŋ³⁵,kj,ʊŋ,³⁵,kl,o,ŋʔ
14633,㤩,kʰɑk³̲³̲,kʰ,ɑk̲̲,³,,,
14634,㤪,,,,,,,
14635,㤫,,,,,,,
14636,㤬,,,,,,,
14637,㤭,,,,,,,
14638,㤮,ɦʲʷjaŋ³¹,ɦʲʷj,aŋ,³¹,kʷ,a,ŋs
14639,㤯,,,,,,,
14640,㤰,dzɑk³̲³̲,dz,ɑk̲̲,³,,,
14641,㤱,pʰɨu³⁵,pʰ,ɨu,³⁵,,,
14642,㤲,kʰep³̲³̲,kʰ,ep̲̲,³,kh,e,̠b
14643,㤳,pəi³⁵,p,əi,³⁵,,,
14644,㤴,ʈʰiᴇp³̲³̲,ʈʰ,iᴇp̲̲,³,,,
14645,㤵,dzɨ³³,dz,ɨ,³³,,,
14646,㤶,mɰɔŋ³³,mɰɔŋ,,³³,,,
14647,㤷,həm³³,h,əm,³³,,,
14648,㤸,hek³̲³̲,h,ek̲̲,³,,,
14649,㤹,ɡɨu³³,ɡ,ɨu,³³,,,
14650,㤺,hʷɑŋ³³,hʷ,ɑŋ,³³,,,
14651,㤻,lʷɑn³⁵,lʷ,ɑn,³⁵,,,
14652,㤼,,,,,,,
14653,㤽,,,,,,,
14654,㤾,səm³¹,s,əm,³¹,,,
14655,㤿,ʔɰiᴇm³¹,ʔɰ,iᴇm,³¹,q,o,m
14656,㥀,,,,,,,
14657,㥁,tək³̲³̲,t,ək̲̲,³,,,
14658,㥂,tʰək³̲³̲,tʰ,ək̲̲,³,,,
14659,㥃,,,,,,,
14660,㥄,lɨŋ³³,l,ɨŋ,³³,b,ə,r
14661,㥅,dʑɨu³⁵,dʑ,ɨu,³⁵,,,
14662,㥆,dəi³¹,d,əi,³¹,l̥,ɯ,̠d
14663,㥇,dzɑn³³,dz,ɑn,³³,,,
14664,㥈,dep³̲³̲,d,ep̲̲,³,,,
14665,㥉,pʰɨu³⁵,pʰ,ɨu,³⁵,,,
14666,㥊,bɰɛŋ³³,bɰ,ɛŋ,³³,,,
14667,㥋,ʔɨi³³,ʔ,ɨi,³³,q,ɯ,lʔ
14668,㥌,kjuk³̲³̲,kj,uk̲̲,³,,,
14669,㥍,ɡɨ³³,ɡ,ɨ,³³,,,
14670,㥎,li³³,l,i,³³,,,
14671,㥏,tʰen³⁵,tʰ,en,³⁵,th,ɯ,̠nʔ
14672,㥐,,,,,,,
14673,㥑,ʔu³³,ʔ,u,³³,ql,u,
14674,㥒,tsʰəi³⁵,tsʰ,əi,³⁵,sh,ɯ,̠ʔ
14675,㥓,kʰɰiᴇ³⁵,kʰɰ,iᴇ,³⁵,,,
14676,㥔,juk³̲³̲,j,uk̲̲,³,,,
14677,㥕,,,,,,,
14678,㥖,,,,,,,
14679,㥗,,,,,,,
14680,㥘,,,,,,,
14681,㥙,,,,,,,
14682,㥚,jʊ³⁵,j,ʊ,³⁵,,,
14683,㥛,kʰɰɛk³̲³̲,kʰɰ,ɛk̲̲,³,k,ɯ,ɡ
14684,㥜,ɦʲʷɨi³¹,ɦʲʷ,ɨi,³¹,ɢr,u,ds
14685,㥝,miᴇ³⁵,m,iᴇ,³⁵,ml,e,lʔ
14686,㥞,sʷi³¹,sʷ,i,³¹,lj,u,ds
14687,㥟,,,,,ɡr,o,̠l
14688,㥠,sjɤ³⁵,sj,ɤ,³⁵,sŋ,a,ʔ
14689,㥡,ʈʰi³¹,ʈʰ,i,³¹,,,
14690,㥢,dzɨu³³,dz,ɨu,³³,,,
14691,㥣,,,,,,,
14692,㥤,,,,,,,
14693,㥥,ŋjʊ³³,ŋj,ʊ,³³,ŋ,o,
14694,㥦,kʰep³̲³̲,kʰ,ep̲̲,³,kh,e,̠b
14695,㥧,dʑʷin³¹,dʑʷ,in,³¹,,,
14696,㥨,dʑʷiᴇ³⁵,dʑʷ,iᴇ,³⁵,,,
14697,㥩,,,,,,,
14698,㥪,,,,,,,
14699,㥫,,,,,,,
14700,㥬,bɑŋ³³,b,ɑŋ,³³,,,
14701,㥭,tʰɑi³¹,tʰ,ɑi,³¹,,,
14702,㥮,tʂʰɰæu³⁵,tʂʰɰæ,u,³⁵,,,
14703,㥯,ʔɨn³⁵,ʔ,ɨn,³⁵,q,ɯ,ns
14704,㥰,sɑu³³,s,ɑu,³³,,,
14705,㥱,pʰʷɨi³⁵,pʰʷ,ɨi,³⁵,,,
14706,㥲,tɕʰin³³,tɕʰ,in,³³,,,
14707,㥳,ŋʷjɤn³³,ŋʷj,ɤn,³³,,,
14708,㥴,ɕiᴇ³⁵,ɕ,iᴇ,³⁵,l,e,ʔ
14709,㥵,,,,,,,
14710,㥶,kʰɰiᴇn³³,kʰɰ,iᴇn,³³,sqh,ɯ,̠ɡ
14711,㥷,ʔei³¹,ʔ,ei,³¹,,,
14712,㥸,,,,,,,
14713,㥹,,,,,,,
14714,㥺,,,,,,,
14715,㥻,,,,,,,
14716,㥼,ʔɨn³¹,ʔ,ɨn,³¹,,,
14717,㥽,tʂɰɛk³̲³̲,tʂɰ,ɛk̲̲,³,,,
14718,㥾,ɳit³̲³̲,ɳ,it̲̲,³,,,
14719,㥿,,,,,,,
14720,㦀,,,,,,,
14721,㦁,ʈʰiᴇn³³,ʈʰ,iᴇn,³³,b,ə,r
14722,㦂,dʑjaŋ³³,dʑj,aŋ,³³,,,
14723,㦃,ʂɰɛn³⁵,ʂɰ,ɛn,³⁵,,,
14724,㦄,mɰæ³³,mɰæ,,³³,,,
14725,㦅,ʈʰɰæi³¹,ʈʰɰæ,i,³¹,,,
14726,㦆,hu̯o³³,h,u̯o,³³,,,
14727,㦇,luk³̲³̲,l,uk̲̲,³,,,
14728,㦈,,,,,,,
14729,㦉,ʔɰi³¹,ʔɰ,i,³¹,,,
14730,㦊,ɦʷɰæ³³,ɦʷɰæ,,³³,,,
14731,㦋,ʈɰæ³³,ʈɰæ,,³³,,,
14732,㦌,hu̯ot³̲³̲,h,u̯ot̲̲,³,qh,u,̠d
14733,㦍,ŋu̯o³¹,ŋ,u̯o,³¹,,,
14734,㦎,hʷɰɛk³̲³̲,hʷɰ,ɛk̲̲,³,qhʷr,e,̠ɡ
14735,㦏,ɕɰiᴇn³⁵,ɕɰ,iᴇn,³⁵,,,
14736,㦐,ɳi³¹,ɳ,i,³¹,,,
14737,㦑,hɰæm³¹,hɰæm,,³¹,,,
14738,㦒,lei³¹,l,ei,³¹,,,
14739,㦓,hen³⁵,h,en,³⁵,,,
14740,㦔,ʔiᴇm³³,ʔ,iᴇm,³³,,,
14741,㦕,,,,,,,
14742,㦖,mu̯on³⁵,m,u̯on,³⁵,,,
14743,㦗,kɰim³³,kɰ,im,³³,,,
14744,㦘,,,,,,,
14745,㦙,,,,,,,
14746,㦚,piᴇn³⁵,p,iᴇn,³⁵,,,
14747,㦛,jɤ³³,j,ɤ,³³,ɢl,a,ʔ
14748,㦜,hʷjak³̲³̲,hʷj,ak̲̲,³,,,
14749,㦝,mɰɔk³̲³̲,mɰɔk̲̲,,³,,,
14750,㦞,,,,,,,
14751,㦟,mɰɛ³³,mɰ,ɛ,³³,mr,ɯ,̠
14752,㦠,,,,,,,
14753,㦡,lɑk³̲³̲,l,ɑk̲̲,³,,,
14754,㦢,tset³̲³̲,ts,et̲̲,³,,,
14755,㦣,ɦʲʷiᴇi³¹,ɦʲʷ,iᴇi,³¹,ɢʷ,a,ds
14756,㦤,,,,,,,
14757,㦥,hjɤn³⁵,hj,ɤn,³⁵,,,
14758,㦦,hɰæk³̲³̲,hɰæk̲̲,,³,,,
14759,㦧,tsʰəm³⁵,tsʰ,əm,³⁵,,,
14760,㦨,,,,,,,
14761,㦩,,,,,,,
14762,㦪,sep³̲³̲,s,ep̲̲,³,,,
14763,㦫,tsɑt³̲³̲,ts,ɑt̲̲,³,,,
14764,㦬,lɑ³⁵,l,ɑ,³⁵,,,
14765,㦭,leŋ³³,l,eŋ,³³,,,
14766,㦮,,,,,,,
14767,㦯,,,,,,,
14768,㦰,tsiᴇm³³,ts,iᴇm,³³,s,e,m
14769,㦱,,,,,,,
14770,㦲,,,,,,,
14771,㦳,,,,,,,
14772,㦴,kʷɰæk³̲³̲,kʷɰæk̲̲,,³,,,
14773,㦵,ʈjʊ³³,ʈj,ʊ,³³,,,
14774,㦶,,,,,,,
14775,㦷,,,,,,,
14776,㦸,kɰjæk³̲³̲,kɰjæk̲̲,,³,,,
14777,㦹,jaŋ³³,j,aŋ,³³,,,
14778,㦺,ȵjʊk³̲³̲,ȵj,ʊk̲̲,³,,,
14779,㦻,zip³̲³̲,z,ip̲̲,³,,,
14780,㦼,ʂɰɔŋ³¹,ʂɰɔŋ,,³¹,,,
14781,㦽,ʔjuk³̲³̲,ʔj,uk̲̲,³,qʷ,ɯ,ɡ
14782,㦾,,,,,,,
14783,㦿,ɦu̯o³⁵,ɦ,u̯o,³⁵,,,
14784,㧀,ɡip³̲³̲,ɡ,ip̲̲,³,,,
14785,㧁,kʰjɤ³¹,kʰj,ɤ,³¹,kh,a,̠b
14786,㧂,,,,,,,
14787,㧃,kju³³,kj,u,³³,,,
14788,㧄,kʰju̯am³⁵,kʰj,u̯am,³⁵,,,
14789,㧅,,,,,,,
14790,㧆,kɨn³¹,k,ɨn,³¹,,,
14791,㧇,mɑu³⁵,m,ɑu,³⁵,,,
14792,㧈,,,,,,,
14793,㧉,ket³̲³̲,k,et̲̲,³,,,
14794,㧊,bʷɑt³̲³̲,bʷ,ɑt̲̲,³,ph,o,̠d
14795,㧋,,,,,,,
14796,㧌,mɑu³¹,m,ɑu,³¹,,,
14797,㧍,pʰʷjaŋ³⁵,pʰʷj,aŋ,³⁵,,,
14798,㧎,ŋɰæ³³,ŋɰæ,,³³,,,
14799,㧏,,,,,,,
14800,㧐,sjʊŋ³⁵,sj,ʊŋ,³⁵,,,
14801,㧑,,,,,,,
14802,㧒,,,,,,,
14803,㧓,kʷɰæ³³,kʷɰæ,,³³,,,
14804,㧔,kʷɰɛi³¹,kʷɰ,ɛi,³¹,,,
14805,㧕,lɨu³⁵,l,ɨu,³⁵,,,
14806,㧖,ʔɰɛk³̲³̲,ʔɰ,ɛk̲̲,³,,,
14807,㧗,dziᴇ³³,dz,iᴇ,³³,sr,e,ʔ
14808,㧘,bɰiᴇ³¹,bɰ,iᴇ,³¹,z,e,s
14809,㧙,pet³̲³̲,p,et̲̲,³,bl,i,ɡ
14810,㧚,,,,,,,
14811,㧛,,,,,,,
14812,㧜,,,,,,,
14813,㧝,,,,,,,
14814,㧞,,,,,,,
14815,㧟,,,,,,,
14816,㧠,,,,,,,
14817,㧡,ɦəi³⁵,ɦ,əi,³⁵,,,
14818,㧢,ʔin³³,ʔ,in,³³,q,i,n
14819,㧣,,,,,,,
14820,㧤,,,,,,,
14821,㧥,sen³⁵,s,en,³⁵,,,
14822,㧦,hʷen³¹,hʷ,en,³¹,,,
14823,㧧,,,,,,,
14824,㧨,,,,,,,
14825,㧩,bu̯oi³¹,b,u̯oi,³¹,,,
14826,㧪,kʷɰiᴇ³⁵,kʷɰ,iᴇ,³⁵,,,
14827,㧫,ȵʷi³³,ȵʷ,i,³³,,,
14828,㧬,kjʊŋ³⁵,kj,ʊŋ,³⁵,k,o,ŋʔ
14829,㧭,,,,,,,
14830,㧮,,,,,,,
14831,㧯,,,,,,,
14832,㧰,,,,,,,
14833,㧱,,,,,,,
14834,㧲,səm³⁵,s,əm,³⁵,,,
14835,㧳,ɖʷɰɛ³⁵,ɖʷɰ,ɛ,³⁵,,,
14836,㧴,ŋɑ³³,ŋ,ɑ,³³,,,
14837,㧵,,,,,,,
14838,㧶,kʰɰɛŋ³³,kʰɰ,ɛŋ,³³,,,
14839,㧷,tʰən³¹,tʰ,ən,³¹,,,
14840,㧸,pʰɰæŋ³³,pʰɰæŋ,,³³,,,
14841,㧹,tʰək³̲³̲,tʰ,ək̲̲,³,,,
14842,㧺,dəp³̲³̲,d,əp̲̲,³,d,u,̠b
14843,㧻,tsuk³̲³̲,ts,uk̲̲,³,st,o,̠ɡ
14844,㧼,pɰiᴇu³¹,pɰ,iᴇu,³¹,,,
14845,㧽,ku̯o³¹,k,u̯o,³¹,,,
14846,㧾,kʰu̯ot³̲³̲,kʰ,u̯ot̲̲,³,,,
14847,㧿,,,,,,,
14848,㨀,,,,,,,
14849,㨁,ɖɨ³⁵,ɖ,ɨ,³⁵,,,
14850,㨂,tuŋ³⁵,t,uŋ,³⁵,,,
14851,㨃,ɖɰɛŋ³³,ɖɰ,ɛŋ,³³,,,
14852,㨄,deu³⁵,d,eu,³⁵,,,
14853,㨅,ȵʷiᴇi³¹,ȵʷ,iᴇi,³¹,,,
14854,㨆,ləm³⁵,l,əm,³⁵,ɡ,ə,r
14855,㨇,,,,,,,
14856,㨈,,,,,,,
14857,㨉,mɰin³³,mɰ,in,³³,mr,i,n
14858,㨊,tʰʷɑ³⁵,tʰʷ,ɑ,³⁵,,,
14859,㨋,tɕʰjæ³⁵,tɕʰjæ,,³⁵,,,
14860,㨌,ku³¹,k,u,³¹,,,
14861,㨍,pɑŋ³³,p,ɑŋ,³³,,,
14862,㨎,ȵʷiᴇn³³,ȵʷ,iᴇn,³³,nj,o,d
14863,㨏,tʰɑn³³,tʰ,ɑn,³³,,,
14864,㨐,pu³⁵,p,u,³⁵,p,u,̠ʔ
14865,㨑,tsuŋ³³,ts,uŋ,³³,,,
14866,㨒,kʰʷei³³,kʰʷ,ei,³³,,,
14867,㨓,,,,,,,
14868,㨔,ɦəm³⁵,ɦ,əm,³⁵,ɡ,o,̠mʔ
14869,㨕,jiᴇŋ³³,j,iᴇŋ,³³,,,
14870,㨖,ʈɨ³⁵,ʈ,ɨ,³⁵,k‧l,i,ɡs
14871,㨗,,,,,,,
14872,㨘,,,,,,,
14873,㨙,ɦɰɛ³³,ɦɰ,ɛ,³³,,,
14874,㨚,,,,,,,
14875,㨛,ɕiᴇm³⁵,ɕ,iᴇm,³⁵,,,
14876,㨜,kɰɛn³³,kɰ,ɛn,³³,ɡ,a,n
14877,㨝,set³̲³̲,s,et̲̲,³,,,
14878,㨞,su̯o³¹,s,u̯o,³¹,,,
14879,㨟,kəi³³,k,əi,³³,,,
14880,㨠,men³⁵,m,en,³⁵,,,
14881,㨡,ku̯on³⁵,k,u̯on,³⁵,ɡ,u,̠d
14882,㨢,pʰɰiᴇ³³,pʰɰ,iᴇ,³³,,,
14883,㨣,ʔjʊŋ³⁵,ʔj,ʊŋ,³⁵,,,
14884,㨤,kʰʷɰɛi³³,kʰʷɰ,ɛi,³³,,,
14885,㨥,nəp³̲³̲,n,əp̲̲,³,,,
14886,㨦,sjʊŋ³⁵,sj,ʊŋ,³⁵,,,
14887,㨧,,,,,,,
14888,㨨,ljuk³̲³̲,lj,uk̲̲,³,ph‧r,u,
14889,㨩,,,,,,,
14890,㨪,,,,,,,
14891,㨫,,,,,,,
14892,㨬,,,,,,,
14893,㨭,ɦu̯o³⁵,ɦ,u̯o,³⁵,,,
14894,㨮,tu³³,t,u,³³,,,
14895,㨯,kʰʷɑk³̲³̲,kʰʷ,ɑk̲̲,³,,,
14896,㨰,jʷiᴇn³⁵,jʷ,iᴇn,³⁵,,,
14897,㨱,,,,,l,e,w
14898,㨲,,,,,,,
14899,㨳,kɰiᴇ³⁵,kɰ,iᴇ,³⁵,,,
14900,㨴,kjɤn³⁵,kj,ɤn,³⁵,,,
14901,㨵,tsiᴇn³⁵,ts,iᴇn,³⁵,,,
14902,㨶,tɑu³⁵,t,ɑu,³⁵,,,
14903,㨷,ɡɰin³³,ɡɰ,in,³³,kl,ɯ,ns
